id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical
344,claydol,claydol,1.5,108.0,60,70,105,70,120,75,ground,psychic,False,False
345,lileep,lileep,1.0,23.8,66,41,77,61,87,23,rock,grass,False,False
346,cradily,cradily,1.5,60.4,86,81,97,81,107,43,rock,grass,False,False
347,anorith,anorith,0.7,12.5,45,95,50,40,50,75,rock,bug,False,False
348,armaldo,armaldo,1.5,68.2,75,125,100,70,80,45,rock,bug,False,False
349,feebas,feebas,0.6,7.4,20,15,20,10,55,80,water,,False,False
350,milotic,milotic,6.2,162.0,95,60,79,100,125,81,water,,False,False
351,castform,castform,0.3,0.8,70,70,70,70,70,70,normal,,False,False
352,kecleon,kecleon,1.0,22.0,60,90,70,60,120,40,normal,,False,False
353,shuppet,shuppet,0.6,2.3,44,75,35,63,33,45,ghost,,False,False
354,banette,banette,1.1,12.5,64,115,65,83,63,65,ghost,,False,False
355,duskull,duskull,0.8,15.0,20,40,90,30,90,25,ghost,,False,False
356,dusclops,dusclops,1.6,30.6,40,70,130,60,130,25,ghost,,False,False
357,tropius,tropius,2.0,100.0,99,68,83,72,87,51,grass,flying,False,False
358,chimecho,chimecho,0.6,1.0,75,50,80,95,90,65,psychic,,False,False
359,absol,absol,1.2,47.0,65,130,60,75,60,75,dark,,False,False
360,wynaut,wynaut,0.6,14.0,95,23,48,23,48,23,psychic,,False,False
361,snorunt,snorunt,0.7,16.8,50,50,50,50,50,50,ice,,False,False
362,glalie,glalie,1.5,256.5,80,80,80,80,80,80,ice,,False,False
363,spheal,spheal,0.8,39.5,70,40,50,55,50,25,ice,water,False,False
364,sealeo,sealeo,1.1,87.6,90,60,70,75,70,45,ice,water,False,False
365,walrein,walrein,1.4,150.6,110,80,90,95,90,65,ice,water,False,False
366,clamperl,clamperl,0.4,52.5,35,64,85,74,55,32,water,,False,False
367,huntail,huntail,1.7,27.0,55,104,105,94,75,52,water,,False,False
368,gorebyss,gorebyss,1.8,22.6,55,84,105,114,75,52,water,,False,False
369,relicanth,relicanth,1.0,23.4,100,90,130,45,65,55,water,rock,False,False
370,luvdisc,luvdisc,0.6,8.7,43,30,55,40,65,97,water,,False,False
371,bagon,bagon,0.6,42.1,45,75,60,40,30,50,dragon,,False,False
372,shelgon,shelgon,1.1,110.5,65,95,100,60,50,50,dragon,,False,False
373,salamence,salamence,1.5,102.6,95,135,80,110,80,100,dragon,flying,False,False
374,beldum,beldum,0.6,95.2,40,55,80,35,60,30,steel,psychic,False,False
375,metang,metang,1.2,202.5,60,75,100,55,80,50,steel,psychic,False,False
376,metagross,metagross,1.6,550.0,80,135,130,95,90,70,steel,psychic,False,False
377,regirock,regirock,1.7,230.0,80,100,200,50,100,50,rock,,True,False
378,regice,regice,1.8,175.0,80,50,100,100,200,50,ice,,True,False
379,registeel,registeel,1.9,205.0,80,75,150,75,150,50,steel,,True,False
380,latias,latias,1.4,40.0,80,80,90,110,130,110,dragon,psychic,True,False
381,latios,latios,2.0,60.0,80,90,80,130,110,110,dragon,psychic,True,False
382,kyogre,kyogre,4.5,352.0,100,100,90,150,140,90,water,,True,False
383,groudon,groudon,3.5,950.0,100,150,140,100,90,90,ground,,True,False
384,rayquaza,rayquaza,7.0,206.5,105,150,90,150,90,95,dragon,flying,True,False
385,jirachi,jirachi,0.3,1.1,100,100,100,100,100,100,steel,psychic,False,True
386,deoxys-normal,deoxys,1.7,60.8,50,150,50,150,50,150,psychic,,False,True
387,turtwig,turtwig,0.4,10.2,55,68,64,45,55,31,grass,,False,False
388,grotle,grotle,1.1,97.0,75,89,85,55,65,36,grass,,False,False
389,torterra,torterra,2.2,310.0,95,109,105,75,85,56,grass,ground,False,False
390,chimchar,chimchar,0.5,6.2,44,58,44,58,44,61,fire,,False,False
391,monferno,monferno,0.9,22.0,64,78,52,78,52,81,fire,fighting,False,False
392,infernape,infernape,1.2,55.0,76,104,71,104,71,108,fire,fighting,False,False
393,piplup,piplup,0.4,5.2,53,51,53,61,56,40,water,,False,False
394,prinplup,prinplup,0.8,23.0,64,66,68,81,76,50,water,,False,False
395,empoleon,empoleon,1.7,84.5,84,86,88,111,101,60,water,steel,False,False
396,starly,starly,0.3,2.0,40,55,30,30,30,60,normal,flying,False,False
397,staravia,staravia,0.6,15.5,55,75,50,40,40,80,normal,flying,False,False
398,staraptor,staraptor,1.2,24.9,85,120,70,50,60,100,normal,flying,False,False
399,bidoof,bidoof,0.5,20.0,59,45,40,35,40,31,normal,,False,False
400,bibarel,bibarel,1.0,31.5,79,85,60,55,60,71,normal,water,False,False
401,kricketot,kricketot,0.3,2.2,37,25,41,25,41,25,bug,,False,False
402,kricketune,kricketune,1.0,25.5,77,85,51,55,51,65,bug,,False,False
403,shinx,shinx,0.5,9.5,45,65,34,40,34,45,electric,,False,False
404,luxio,luxio,0.9,30.5,60,85,49,60,49,60,electric,,False,False
405,luxray,luxray,1.4,42.0,80,120,79,95,79,70,electric,,False,False
406,budew,budew,0.2,1.2,40,30,35,50,70,55,grass,poison,False,False
407,roserade,roserade,0.9,14.5,60,70,65,125,105,90,grass,poison,False,False
408,cranidos,cranidos,0.9,31.5,67,125,40,30,30,58,rock,,False,False
409,rampardos,rampardos,1.6,102.5,97,165,60,65,50,58,rock,,False,False
410,shieldon,shieldon,0.5,57.0,30,42,118,42,88,30,rock,steel,False,False
411,bastiodon,bastiodon,1.3,149.5,60,52,168,47,138,30,rock,steel,False,False
412,burmy,burmy,0.2,3.4,40,29,45,29,45,36,bug,,False,False
413,wormadam-plant,wormadam,0.5,6.5,60,59,85,79,105,36,bug,grass,False,False
414,mothim,mothim,0.9,23.3,70,94,50,94,50,66,bug,flying,False,False
415,combee,combee,0.3,5.5,30,30,42,30,42,70,bug,flying,False,False
416,vespiquen,vespiquen,1.2,38.5,70,80,102,80,102,40,bug,flying,False,False
417,pachirisu,pachirisu,0.4,3.9,60,45,70,45,90,95,electric,,False,False
418,buizel,buizel,0.7,29.5,55,65,35,60,30,85,water,,False,False
419,floatzel,floatzel,1.1,33.5,85,105,55,85,50,115,water,,False,False
420,cherubi,cherubi,0.4,3.3,45,35,45,62,53,35,grass,,False,False
421,cherrim,cherrim,0.5,9.3,70,60,70,87,78,85,grass,,False,False
422,shellos,shellos,0.3,6.3,76,48,48,57,62,34,water,,False,False
423,gastrodon,gastrodon,0.9,29.9,111,83,68,92,82,39,water,ground,False,False
424,ambipom,ambipom,1.2,20.3,75,100,66,60,66,115,normal,,False,False
425,drifloon,drifloon,0.4,1.2,90,50,34,60,44,70,ghost,flying,False,False
426,drifblim,drifblim,1.2,15.0,150,80,44,90,54,80,ghost,flying,False,False
427,buneary,buneary,0.4,5.5,55,66,44,44,56,85,normal,,False,False
428,lopunny,lopunny,1.2,33.3,65,76,84,54,96,105,normal,,False,False
429,mismagius,mismagius,0.9,4.4,60,60,60,105,105,105,ghost,,False,False
430,honchkrow,honchkrow,0.9,27.3,100,125,52,105,52,71,dark,flying,False,False
431,glameow,glameow,0.5,3.9,49,55,42,42,37,85,normal,,False,False
432,purugly,purugly,1.0,43.8,71,82,64,64,59,112,normal,,False,False
433,chingling,chingling,0.2,0.6,45,30,50,65,50,45,psychic,,False,False
434,stunky,stunky,0.4,19.2,63,63,47,41,41,74,poison,dark,False,False
435,skuntank,skuntank,1.0,38.0,103,93,67,71,61,84,poison,dark,False,False
436,bronzor,bronzor,0.5,60.5,57,24,86,24,86,23,steel,psychic,False,False
437,bronzong,bronzong,1.3,187.0,67,89,116,79,116,33,steel,psychic,False,False
438,bonsly,bonsly,0.5,15.0,50,80,95,10,45,10,rock,,False,False
439,mime-jr,mime-jr,0.6,13.0,20,25,45,70,90,60,psychic,fairy,False,False
440,happiny,happiny,0.6,24.4,100,5,5,15,65,30,normal,,False,False
441,chatot,chatot,0.5,1.9,76,65,45,92,42,91,normal,flying,False,False
442,spiritomb,spiritomb,1.0,108.0,50,92,108,92,108,35,ghost,dark,False,False
443,gible,gible,0.7,20.5,58,70,45,40,45,42,dragon,ground,False,False
444,gabite,gabite,1.4,56.0,68,90,65,50,55,82,dragon,ground,False,False
445,garchomp,garchomp,1.9,95.0,108,130,95,80,85,102,dragon,ground,False,False
446,munchlax,munchlax,0.6,105.0,135,85,40,40,85,5,normal,,False,False
447,riolu,riolu,0.7,20.2,40,70,40,35,40,60,fighting,,False,False
448,lucario,lucario,1.2,54.0,70,110,70,115,70,90,fighting,steel,False,False
449,hippopotas,hippopotas,0.8,49.5,68,72,78,38,42,32,ground,,False,False
450,hippowdon,hippowdon,2.0,300.0,108,112,118,68,72,47,ground,,False,False
451,skorupi,skorupi,0.8,12.0,40,50,90,30,55,65,poison,bug,False,False
452,drapion,drapion,1.3,61.5,70,90,110,60,75,95,poison,dark,False,False
453,croagunk,croagunk,0.7,23.0,48,61,40,61,40,50,poison,fighting,False,False
454,toxicroak,toxicroak,1.3,44.4,83,106,65,86,65,85,poison,fighting,False,False
455,carnivine,carnivine,1.4,27.0,74,100,72,90,72,46,grass,,False,False
456,finneon,finneon,0.4,7.0,49,49,56,49,61,66,water,,False,False
457,lumineon,lumineon,1.2,24.0,69,69,76,69,86,91,water,,False,False
458,mantyke,mantyke,1.0,65.0,45,20,50,60,120,50,water,flying,False,False
459,snover,snover,1.0,50.5,60,62,50,62,60,40,grass,ice,False,False
460,abomasnow,abomasnow,2.2,135.5,90,92,75,92,85,60,grass,ice,False,False
461,weavile,weavile,1.1,34.0,70,120,65,45,85,125,dark,ice,False,False
462,magnezone,magnezone,1.2,180.0,70,70,115,130,90,60,electric,steel,False,False
463,lickilicky,lickilicky,1.7,140.0,110,85,95,80,95,50,normal,,False,False
464,rhyperior,rhyperior,2.4,282.8,115,140,130,55,55,40,ground,rock,False,False
465,tangrowth,tangrowth,2.0,128.6,100,100,125,110,50,50,grass,,False,False
466,electivire,electivire,1.8,138.6,75,123,67,95,85,95,electric,,False,False
467,magmortar,magmortar,1.6,68.0,75,95,67,125,95,83,fire,,False,False
468,togekiss,togekiss,1.5,38.0,85,50,95,120,115,80,fairy,flying,False,False
469,yanmega,yanmega,1.9,51.5,86,76,86,116,56,95,bug,flying,False,False
470,leafeon,leafeon,1.0,25.5,65,110,130,60,65,95,grass,,False,False
471,glaceon,glaceon,0.8,25.9,65,60,110,130,95,65,ice,,False,False
472,gliscor,gliscor,2.0,42.5,75,95,125,45,75,95,ground,flying,False,False
473,mamoswine,mamoswine,2.5,291.0,110,130,80,70,60,80,ice,ground,False,False
474,porygon-z,porygon-z,0.9,34.0,85,80,70,135,75,90,normal,,False,False
475,gallade,gallade,1.6,52.0,68,125,65,65,115,80,psychic,fighting,False,False
476,probopass,probopass,1.4,340.0,60,55,145,75,150,40,rock,steel,False,False
477,dusknoir,dusknoir,2.2,106.6,45,100,135,65,135,45,ghost,,False,False
478,froslass,froslass,1.3,26.6,70,80,70,80,70,110,ice,ghost,False,False
479,rotom,rotom,0.3,0.3,50,50,77,95,77,91,electric,ghost,False,False
480,uxie,uxie,0.3,0.3,75,75,130,75,130,95,psychic,,True,False
481,mesprit,mesprit,0.3,0.3,80,105,105,105,105,80,psychic,,True,False
482,azelf,azelf,0.3,0.3,75,125,70,125,70,115,psychic,,True,False
483,dialga,dialga,5.4,683.0,100,120,120,150,100,90,steel,dragon,True,False
484,palkia,palkia,4.2,336.0,90,120,100,150,120,100,water,dragon,True,False
485,heatran,heatran,1.7,430.0,91,90,106,130,106,77,fire,steel,True,False
486,regigigas,regigigas,3.7,420.0,110,160,110,80,110,100,normal,,True,False
487,giratina-altered,giratina,4.5,750.0,150,100,120,100,120,90,ghost,dragon,True,False
488,cresselia,cresselia,1.5,85.6,120,70,120,75,130,85,psychic,,True,False
489,phione,phione,0.4,3.1,80,80,80,80,80,80,water,,False,True
490,manaphy,manaphy,0.3,1.4,100,100,100,100,100,100,water,,False,True
491,darkrai,darkrai,1.5,50.5,70,90,90,135,90,125,dark,,False,True
492,shaymin-land,shaymin,0.2,2.1,100,100,100,100,100,100,grass,,False,True
493,arceus,arceus,3.2,320.0,120,120,120,120,120,120,normal,,False,True
494,victini,victini,0.4,4.0,100,100,100,100,100,100,psychic,fire,False,True
495,snivy,snivy,0.6,8.1,45,45,55,45,55,63,grass,,False,False
496,servine,servine,0.8,16.0,60,60,75,60,75,83,grass,,False,False
497,serperior,serperior,3.3,63.0,75,75,95,75,95,113,grass,,False,False
498,tepig,tepig,0.5,9.9,65,63,45,45,45,45,fire,,False,False
499,pignite,pignite,1.0,55.5,90,93,55,70,55,55,fire,fighting,False,False
500,emboar,emboar,1.6,150.0,110,123,65,100,65,65,fire,fighting,False,False
501,oshawott,oshawott,0.5,5.9,55,55,45,63,45,45,water,,False,False
502,dewott,dewott,0.8,24.5,75,75,60,83,60,60,water,,False,False
503,samurott,samurott,1.5,94.6,95,100,85,108,70,70,water,,False,False
504,patrat,patrat,0.5,11.6,45,55,39,35,39,42,normal,,False,False
505,watchog,watchog,1.1,27.0,60,85,69,60,69,77,normal,,False,False
506,lillipup,lillipup,0.4,4.1,45,60,45,25,45,55,normal,,False,False
507,herdier,herdier,0.9,14.7,65,80,65,35,65,60,normal,,False,False
508,stoutland,stoutland,1.2,61.0,85,110,90,45,90,80,normal,,False,False
509,purrloin,purrloin,0.4,10.1,41,50,37,50,37,66,dark,,False,False
510,liepard,liepard,1.1,37.5,64,88,50,88,50,106,dark,,False,False
511,pansage,pansage,0.6,10.5,50,53,48,53,48,64,grass,,False,False
512,simisage,simisage,1.1,30.5,75,98,63,98,63,101,grass,,False,False
513,pansear,pansear,0.6,11.0,50,53,48,53,48,64,fire,,False,False
514,simisear,simisear,1.0,28.0,75,98,63,98,63,101,fire,,False,False
515,panpour,panpour,0.6,13.5,50,53,48,53,48,64,water,,False,False
516,simipour,simipour,1.0,29.0,75,98,63,98,63,101,water,,False,False
517,munna,munna,0.6,23.3,76,25,45,67,55,24,psychic,,False,False
518,musharna,musharna,1.1,60.5,116,55,85,107,95,29,psychic,,False,False
519,pidove,pidove,0.3,2.1,50,55,50,36,30,43,normal,flying,False,False
520,tranquill,tranquill,0.6,15.0,62,77,62,50,42,65,normal,flying,False,False
521,unfezant,unfezant,1.2,29.0,80,115,80,65,55,93,normal,flying,False,False
522,blitzle,blitzle,0.8,29.8,45,60,32,50,32,76,electric,,False,False
523,zebstrika,zebstrika,1.6,79.5,75,100,63,80,63,116,electric,,False,False
524,roggenrola,roggenrola,0.4,18.0,55,75,85,25,25,15,rock,,False,False
525,boldore,boldore,0.9,102.0,70,105,105,50,40,20,rock,,False,False
526,gigalith,gigalith,1.7,260.0,85,135,130,60,80,25,rock,,False,False
527,woobat,woobat,0.4,2.1,65,45,43,55,43,72,psychic,flying,False,False
528,swoobat,swoobat,0.9,10.5,67,57,55,77,55,114,psychic,flying,False,False
529,drilbur,drilbur,0.3,8.5,60,85,40,30,45,68,ground,,False,False
530,excadrill,excadrill,0.7,40.4,110,135,60,50,65,88,ground,steel,False,False
531,audino,audino,1.1,31.0,103,60,86,60,86,50,normal,,False,False
532,timburr,timburr,0.6,12.5,75,80,55,25,35,35,fighting,,False,False
533,gurdurr,gurdurr,1.2,40.0,85,105,85,40,50,40,fighting,,False,False
534,conkeldurr,conkeldurr,1.4,87.0,105,140,95,55,65,45,fighting,,False,False
535,tympole,tympole,0.5,4.5,50,50,40,50,40,64,water,,False,False
536,palpitoad,palpitoad,0.8,17.0,75,65,55,65,55,69,water,ground,False,False
537,seismitoad,seismitoad,1.5,62.0,105,95,75,85,75,74,water,ground,False,False
538,throh,throh,1.3,55.5,120,100,85,30,85,45,fighting,,False,False
539,sawk,sawk,1.4,51.0,75,125,75,30,75,85,fighting,,False,False
540,sewaddle,sewaddle,0.3,2.5,45,53,70,40,60,42,bug,grass,False,False
541,swadloon,swadloon,0.5,7.3,55,63,90,50,80,42,bug,grass,False,False
542,leavanny,leavanny,1.2,20.5,75,103,80,70,80,92,bug,grass,False,False
543,venipede,venipede,0.4,5.3,30,45,59,30,39,57,bug,poison,False,False
544,whirlipede,whirlipede,1.2,58.5,40,55,99,40,79,47,bug,poison,False,False
545,scolipede,scolipede,2.5,200.5,60,100,89,55,69,112,bug,poison,False,False
546,cottonee,cottonee,0.3,0.6,40,27,60,37,50,66,grass,fairy,False,False
547,whimsicott,whimsicott,0.7,6.6,60,67,85,77,75,116,grass,fairy,False,False
548,petilil,petilil,0.5,6.6,45,35,50,70,50,30,grass,,False,False
549,lilligant,lilligant,1.1,16.3,70,60,75,110,75,90,grass,,False,False
550,basculin-red-striped,basculin,1.0,18.0,70,92,65,80,55,98,water,,False,False
551,sandile,sandile,0.7,15.2,50,72,35,35,35,65,ground,dark,False,False
552,krokorok,krokorok,1.0,33.4,60,82,45,45,45,74,ground,dark,False,False
553,krookodile,krookodile,1.5,96.3,95,117,80,65,70,92,ground,dark,False,False
554,darumaka,darumaka,0.6,37.5,70,90,45,15,45,50,fire,,False,False
555,darmanitan-standard,darmanitan,1.3,92.9,105,140,55,30,55,95,fire,,False,False
556,maractus,maractus,1.0,28.0,75,86,67,106,67,60,grass,,False,False
557,dwebble,dwebble,0.3,14.5,50,65,85,35,35,55,bug,rock,False,False
558,crustle,crustle,1.4,200.0,70,105,125,65,75,45,bug,rock,False,False
559,scraggy,scraggy,0.6,11.8,50,75,70,35,70,48,dark,fighting,False,False
560,scrafty,scrafty,1.1,30.0,65,90,115,45,115,58,dark,fighting,False,False
561,sigilyph,sigilyph,1.4,14.0,72,58,80,103,80,97,psychic,flying,False,False
562,yamask,yamask,0.5,1.5,38,30,85,55,65,30,ghost,,False,False
563,cofagrigus,cofagrigus,1.7,76.5,58,50,145,95,105,30,ghost,,False,False
564,tirtouga,tirtouga,0.7,16.5,54,78,103,53,45,22,water,rock,False,False
565,carracosta,carracosta,1.2,81.0,74,108,133,83,65,32,water,rock,False,False
566,archen,archen,0.5,9.5,55,112,45,74,45,70,rock,flying,False,False
567,archeops,archeops,1.4,32.0,75,140,65,112,65,110,rock,flying,False,False
568,trubbish,trubbish,0.6,31.0,50,50,62,40,62,65,poison,,False,False
569,garbodor,garbodor,1.9,107.3,80,95,82,60,82,75,poison,,False,False
570,zorua,zorua,0.7,12.5,40,65,40,80,40,65,dark,,False,False
571,zoroark,zoroark,1.6,81.1,60,105,60,120,60,105,dark,,False,False
572,minccino,minccino,0.4,5.8,55,50,40,40,40,75,normal,,False,False
573,cinccino,cinccino,0.5,7.5,75,95,60,65,60,115,normal,,False,False
574,gothita,gothita,0.4,5.8,45,30,50,55,65,45,psychic,,False,False
575,gothorita,gothorita,0.7,18.0,60,45,70,75,85,55,psychic,,False,False
576,gothitelle,gothitelle,1.5,44.0,70,55,95,95,110,65,psychic,,False,False
577,solosis,solosis,0.3,1.0,45,30,40,105,50,20,psychic,,False,False
578,duosion,duosion,0.6,8.0,65,40,50,125,60,30,psychic,,False,False
579,reuniclus,reuniclus,1.0,20.1,110,65,75,125,85,30,psychic,,False,False
580,ducklett,ducklett,0.5,5.5,62,44,50,44,50,55,water,flying,False,False
581,swanna,swanna,1.3,24.2,75,87,63,87,63,98,water,flying,False,False
582,vanillite,vanillite,0.4,5.7,36,50,50,65,60,44,ice,,False,False
583,vanillish,vanillish,1.1,41.0,51,65,65,80,75,59,ice,,False,False
584,vanilluxe,vanilluxe,1.3,57.5,71,95,85,110,95,79,ice,,False,False
585,deerling,deerling,0.6,19.5,60,60,50,40,50,75,normal,grass,False,False
586,sawsbuck,sawsbuck,1.9,92.5,80,100,70,60,70,95,normal,grass,False,False
587,emolga,emolga,0.4,5.0,55,75,60,75,60,103,electric,flying,False,False
588,karrablast,karrablast,0.5,5.9,50,75,45,40,45,60,bug,,False,False
589,escavalier,escavalier,1.0,33.0,70,135,105,60,105,20,bug,steel,False,False
590,foongus,foongus,0.2,1.0,69,55,45,55,55,15,grass,poison,False,False
591,amoonguss,amoonguss,0.6,10.5,114,85,70,85,80,30,grass,poison,False,False
592,frillish,frillish,1.2,33.0,55,40,50,65,85,40,water,ghost,False,False
593,jellicent,jellicent,2.2,135.0,100,60,70,85,105,60,water,ghost,False,False
594,alomomola,alomomola,1.2,31.6,165,75,80,40,45,65,water,,False,False
595,joltik,joltik,0.1,0.6,50,47,50,57,50,65,bug,electric,False,False
596,galvantula,galvantula,0.8,14.3,70,77,60,97,60,108,bug,electric,False,False
597,ferroseed,ferroseed,0.6,18.8,44,50,91,24,86,10,grass,steel,False,False
598,ferrothorn,ferrothorn,1.0,110.0,74,94,131,54,116,20,grass,steel,False,False
599,klink,klink,0.3,21.0,40,55,70,45,60,30,steel,,False,False
600,klang,klang,0.6,51.0,60,80,95,70,85,50,steel,,False,False
601,klinklang,klinklang,0.6,81.0,60,100,115,70,85,90,steel,,False,False
602,tynamo,tynamo,0.2,0.3,35,55,40,45,40,60,electric,,False,False
603,eelektrik,eelektrik,1.2,22.0,65,85,70,75,70,40,electric,,False,False
604,eelektross,eelektross,2.1,80.5,85,115,80,105,80,50,electric,,False,False
605,elgyem,elgyem,0.5,9.0,55,55,55,85,55,30,psychic,,False,False
606,beheeyem,beheeyem,1.0,34.5,75,75,75,125,95,40,psychic,,False,False
607,litwick,litwick,0.3,3.1,50,30,55,65,55,20,ghost,fire,False,False
608,lampent,lampent,0.6,13.0,60,40,60,95,60,55,ghost,fire,False,False
609,chandelure,chandelure,1.0,34.3,60,55,90,145,90,80,ghost,fire,False,False
610,axew,axew,0.6,18.0,46,87,60,30,40,57,dragon,,False,False
611,fraxure,fraxure,1.0,36.0,66,117,70,40,50,67,dragon,,False,False
612,haxorus,haxorus,1.8,105.5,76,147,90,60,70,97,dragon,,False,False
613,cubchoo,cubchoo,0.5,8.5,55,70,40,60,40,40,ice,,False,False
614,beartic,beartic,2.6,260.0,95,130,80,70,80,50,ice,,False,False
615,cryogonal,cryogonal,1.1,148.0,80,50,50,95,135,105,ice,,False,False
616,shelmet,shelmet,0.4,7.7,50,40,85,40,65,25,bug,,False,False
617,accelgor,accelgor,0.8,25.3,80,70,40,100,60,145,bug,,False,False
618,stunfisk,stunfisk,0.7,11.0,109,66,84,81,99,32,ground,electric,False,False
619,mienfoo,mienfoo,0.9,20.0,45,85,50,55,50,65,fighting,,False,False
620,mienshao,mienshao,1.4,35.5,65,125,60,95,60,105,fighting,,False,False
621,druddigon,druddigon,1.6,139.0,77,120,90,60,90,48,dragon,,False,False
622,golett,golett,1.0,92.0,59,74,50,35,50,35,ground,ghost,False,False
623,golurk,golurk,2.8,330.0,89,124,80,55,80,55,ground,ghost,False,False
624,pawniard,pawniard,0.5,10.2,45,85,70,40,40,60,dark,steel,False,False
625,bisharp,bisharp,1.6,70.0,65,125,100,60,70,70,dark,steel,False,False
626,bouffalant,bouffalant,1.6,94.6,95,110,95,40,95,55,normal,,False,False
627,rufflet,rufflet,0.5,10.5,70,83,50,37,50,60,normal,flying,False,False
628,braviary,braviary,1.5,41.0,100,123,75,57,75,80,normal,flying,False,False
629,vullaby,vullaby,0.5,9.0,70,55,75,45,65,60,dark,flying,False,False
630,mandibuzz,mandibuzz,1.2,39.5,110,65,105,55,95,80,dark,flying,False,False
631,heatmor,heatmor,1.4,58.0,85,97,66,105,66,65,fire,,False,False
632,durant,durant,0.3,33.0,58,109,112,48,48,109,bug,steel,False,False
633,deino,deino,0.8,17.3,52,65,50,45,50,38,dark,dragon,False,False
634,zweilous,zweilous,1.4,50.0,72,85,70,65,70,58,dark,dragon,False,False
635,hydreigon,hydreigon,1.8,160.0,92,105,90,125,90,98,dark,dragon,False,False
636,larvesta,larvesta,1.1,28.8,55,85,55,50,55,60,bug,fire,False,False
637,volcarona,volcarona,1.6,46.0,85,60,65,135,105,100,bug,fire,False,False
638,cobalion,cobalion,2.1,250.0,91,90,129,90,72,108,steel,fighting,True,False
639,terrakion,terrakion,1.9,260.0,91,129,90,72,90,108,rock,fighting,True,False
640,virizion,virizion,2.0,200.0,91,90,72,90,129,108,grass,fighting,True,False
641,tornadus-incarnate,tornadus,1.5,63.0,79,115,70,125,80,111,flying,,True,False
642,thundurus-incarnate,thundurus,1.5,61.0,79,115,70,125,80,111,electric,flying,True,False
643,reshiram,reshiram,3.2,330.0,100,120,100,150,120,90,dragon,fire,True,False
644,zekrom,zekrom,2.9,345.0,100,150,120,120,100,90,dragon,electric,True,False
645,landorus-incarnate,landorus,1.5,68.0,89,125,90,115,80,101,ground,flying,True,False
646,kyurem,kyurem,3.0,325.0,125,130,90,130,90,95,dragon,ice,True,False
647,keldeo-ordinary,keldeo,1.4,48.5,91,72,90,129,90,108,water,fighting,False,True
648,meloetta-aria,meloetta,0.6,6.5,100,77,77,128,128,90,normal,psychic,False,True
649,genesect,genesect,1.5,82.5,71,120,95,120,95,99,bug,steel,False,True
650,chespin,chespin,0.4,9.0,56,61,65,48,45,38,grass,,False,False
651,quilladin,quilladin,0.7,29.0,61,78,95,56,58,57,grass,,False,False
652,chesnaught,chesnaught,1.6,90.0,88,107,122,74,75,64,grass,fighting,False,False
653,fennekin,fennekin,0.4,9.4,40,45,40,62,60,60,fire,,False,False
654,braixen,braixen,1.0,14.5,59,59,58,90,70,73,fire,,False,False
655,delphox,delphox,1.5,39.0,75,69,72,114,100,104,fire,psychic,False,False
656,froakie,froakie,0.3,7.0,41,56,40,62,44,71,water,,False,False
657,frogadier,frogadier,0.6,10.9,54,63,52,83,56,97,water,,False,False
658,greninja,greninja,1.5,40.0,72,95,67,103,71,122,water,dark,False,False
659,bunnelby,bunnelby,0.4,5.0,38,36,38,32,36,57,normal,,False,False
660,diggersby,diggersby,1.0,42.4,85,56,77,50,77,78,normal,ground,False,False
661,fletchling,fletchling,0.3,1.7,45,50,43,40,38,62,normal,flying,False,False
662,fletchinder,fletchinder,0.7,16.0,62,73,55,56,52,84,fire,flying,False,False
663,talonflame,talonflame,1.2,24.5,78,81,71,74,69,126,fire,flying,False,False
664,scatterbug,scatterbug,0.3,2.5,38,35,40,27,25,35,bug,,False,False
665,spewpa,spewpa,0.3,8.4,45,22,60,27,30,29,bug,,False,False
666,vivillon,vivillon,1.2,17.0,80,52,50,90,50,89,bug,flying,False,False
667,litleo,litleo,0.6,13.5,62,50,58,73,54,72,fire,normal,False,False
668,pyroar,pyroar,1.5,81.5,86,68,72,109,66,106,fire,normal,False,False
669,flabebe,flabebe,0.1,0.1,44,38,39,61,79,42,fairy,,False,False
670,floette,floette,0.2,0.9,54,45,47,75,98,52,fairy,,False,False
671,florges,florges,1.1,10.0,78,65,68,112,154,75,fairy,,False,False
672,skiddo,skiddo,0.9,31.0,66,65,48,62,57,52,grass,,False,False
673,gogoat,gogoat,1.7,91.0,123,100,62,97,81,68,grass,,False,False
674,pancham,pancham,0.6,8.0,67,82,62,46,48,43,fighting,,False,False
675,pangoro,pangoro,2.1,136.0,95,124,78,69,71,58,fighting,dark,False,False
676,furfrou,furfrou,1.2,28.0,75,80,60,65,90,102,normal,,False,False
677,espurr,espurr,0.3,3.5,62,48,54,63,60,68,psychic,,False,False
678,meowstic-male,meowstic,0.6,8.5,74,48,76,83,81,104,psychic,,False,False
679,honedge,honedge,0.8,2.0,45,80,100,35,37,28,steel,ghost,False,False
680,doublade,doublade,0.8,4.5,59,110,150,45,49,35,steel,ghost,False,False
681,aegislash-shield,aegislash,1.7,53.0,60,50,140,50,140,60,steel,ghost,False,False
682,spritzee,spritzee,0.2,0.5,78,52,60,63,65,23,fairy,,False,False
683,aromatisse,aromatisse,0.8,15.5,101,72,72,99,89,29,fairy,,False,False
684,swirlix,swirlix,0.4,3.5,62,48,66,59,57,49,fairy,,False,False
685,slurpuff,slurpuff,0.8,5.0,82,80,86,85,75,72,fairy,,False,False
686,inkay,inkay,0.4,3.5,53,54,53,37,46,45,dark,psychic,False,False
