id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
123,scyther,scyther,1.5,56.0,70,110,80,55,80,105,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
124,jynx,jynx,1.4,40.6,65,50,35,115,95,95,ice,psychic,False,False,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0
125,electabuzz,electabuzz,1.1,30.0,65,83,57,95,85,105,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
126,magmar,magmar,1.3,44.5,65,95,57,100,85,93,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
127,pinsir,pinsir,1.5,55.0,65,125,100,55,70,85,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
128,tauros,tauros,1.4,88.4,75,100,95,40,70,110,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,magikarp,magikarp,0.9,10.0,20,10,55,15,20,80,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
130,gyarados,gyarados,6.5,235.0,95,125,79,60,100,81,water,flying,False,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
131,lapras,lapras,2.5,220.0,130,85,80,85,95,60,water,ice,False,False,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
132,ditto,ditto,0.3,4.0,48,48,48,48,48,48,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,eevee,eevee,0.3,6.5,55,55,50,45,65,55,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,vaporeon,vaporeon,1.0,29.0,130,65,60,110,95,65,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
135,jolteon,jolteon,0.8,24.5,65,65,60,110,95,130,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
136,flareon,flareon,0.9,25.0,65,130,60,95,110,65,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
137,porygon,porygon,0.8,36.5,65,60,70,85,75,40,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,omanyte,omanyte,0.4,7.5,35,40,100,90,55,35,rock,water,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
139,omastar,omastar,1.0,35.0,70,60,125,115,70,55,rock,water,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
140,kabuto,kabuto,0.5,11.5,30,80,90,55,45,55,rock,water,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
141,kabutops,kabutops,1.3,40.5,60,115,105,65,70,80,rock,water,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
142,aerodactyl,aerodactyl,1.8,59.0,80,105,65,60,75,130,rock,flying,False,False,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
143,snorlax,snorlax,2.1,460.0,160,110,65,65,110,30,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,articuno,articuno,1.7,55.4,90,85,100,95,125,85,ice,flying,True,False,1.0,1.0,1.0,1.0,0.0,4.0,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
145,zapdos,zapdos,1.6,52.6,90,90,85,125,90,100,electric,flying,True,False,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
146,moltres,moltres,2.0,60.0,90,100,90,125,85,90,fire,flying,True,False,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
147,dratini,dratini,1.8,3.3,41,64,45,50,50,50,dragon,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
148,dragonair,dragonair,4.0,16.5,61,84,65,70,70,70,dragon,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
149,dragonite,dragonite,2.2,210.0,91,134,95,100,100,80,dragon,flying,False,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
150,mewtwo,mewtwo,2.0,122.0,106,110,90,154,90,130,psychic,,True,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
151,mew,mew,0.4,4.0,100,100,100,100,100,100,psychic,,False,True,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
152,chikorita,chikorita,0.9,6.4,45,49,65,49,65,45,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
153,bayleef,bayleef,1.2,15.8,60,62,80,63,80,60,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
154,meganium,meganium,1.8,100.5,80,82,100,83,100,80,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
155,cyndaquil,cyndaquil,0.5,7.9,39,52,43,60,50,65,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
156,quilava,quilava,0.9,19.0,58,64,58,80,65,80,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
157,typhlosion,typhlosion,1.7,79.5,78,84,78,109,85,100,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
158,totodile,totodile,0.6,9.5,50,65,64,44,48,43,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
159,croconaw,croconaw,1.1,25.0,65,80,80,59,63,58,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
160,feraligatr,feraligatr,2.3,88.8,85,105,100,79,83,78,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
161,sentret,sentret,0.8,6.0,35,46,34,35,45,20,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,furret,furret,1.8,32.5,85,76,64,45,55,90,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,hoothoot,hoothoot,0.7,21.2,60,30,30,36,56,50,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
164,noctowl,noctowl,1.6,40.8,100,50,50,86,96,70,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
165,ledyba,ledyba,1.0,10.8,40,20,30,40,80,55,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
166,ledian,ledian,1.4,35.6,55,35,50,55,110,85,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
167,spinarak,spinarak,0.5,8.5,40,60,40,40,40,30,bug,poison,False,False,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
168,ariados,ariados,1.1,33.5,70,90,70,60,70,40,bug,poison,False,False,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
169,crobat,crobat,1.8,75.0,85,90,80,70,80,130,poison,flying,False,False,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5
170,chinchou,chinchou,0.5,12.0,75,38,38,56,56,67,water,electric,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0
171,lanturn,lanturn,1.2,22.5,125,58,58,76,76,67,water,electric,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0
172,pichu,pichu,0.3,2.0,20,40,15,35,35,60,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
173,cleffa,cleffa,0.3,3.0,50,25,28,45,55,15,fairy,,False,False,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
174,igglybuff,igglybuff,0.3,1.0,90,30,15,40,20,15,normal,fairy,False,False,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
175,togepi,togepi,0.3,1.5,35,20,65,40,65,20,fairy,,False,False,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
176,togetic,togetic,0.6,3.2,55,40,85,80,105,40,fairy,flying,False,False,1.0,0.25,1.0,2.0,0.0,2.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0
177,natu,natu,0.2,2.0,40,50,45,70,45,70,psychic,flying,False,False,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
178,xatu,xatu,1.5,15.0,65,75,70,95,70,95,psychic,flying,False,False,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
179,mareep,mareep,0.6,7.8,55,40,40,65,45,35,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
180,flaaffy,flaaffy,0.8,13.3,70,55,55,80,60,45,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
181,ampharos,ampharos,1.4,61.5,90,75,85,115,90,55,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
182,bellossom,bellossom,0.4,5.8,75,80,95,90,100,50,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
183,marill,marill,0.4,8.5,70,20,50,20,50,40,water,fairy,False,False,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0
184,azumarill,azumarill,0.8,28.5,100,50,80,60,80,50,water,fairy,False,False,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0
185,sudowoodo,sudowoodo,1.2,38.0,70,100,115,30,65,30,rock,,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
186,politoed,politoed,1.1,33.9,90,75,75,90,100,70,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
187,hoppip,hoppip,0.4,0.5,35,35,40,35,55,50,grass,flying,False,False,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
188,skiploom,skiploom,0.6,1.0,55,45,50,45,65,80,grass,flying,False,False,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
189,jumpluff,jumpluff,0.8,3.0,75,55,70,55,95,110,grass,flying,False,False,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
190,aipom,aipom,0.8,11.5,55,70,55,40,55,85,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,sunkern,sunkern,0.3,1.8,30,30,30,30,30,30,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
192,sunflora,sunflora,0.8,8.5,75,75,55,105,85,30,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
193,yanma,yanma,1.2,38.0,65,65,45,75,45,95,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
194,wooper,wooper,0.4,8.5,55,45,45,25,25,15,water,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
195,quagsire,quagsire,1.4,75.0,95,85,85,65,65,35,water,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
196,espeon,espeon,0.9,26.5,65,65,60,130,95,110,psychic,,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
197,umbreon,umbreon,1.0,27.0,95,65,110,60,130,65,dark,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
198,murkrow,murkrow,0.5,2.1,60,85,42,85,42,91,dark,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
199,slowking,slowking,2.0,79.5,95,75,80,100,110,30,water,psychic,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0
200,misdreavus,misdreavus,0.7,1.0,60,60,60,85,85,85,ghost,,False,False,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
201,unown,unown,0.5,5.0,48,72,48,72,48,48,psychic,,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
202,wobbuffet,wobbuffet,1.3,28.5,190,33,58,33,58,33,psychic,,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
203,girafarig,girafarig,1.5,41.5,70,80,65,90,65,85,normal,psychic,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
204,pineco,pineco,0.6,7.2,50,65,90,35,35,15,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
205,forretress,forretress,1.2,125.8,75,90,140,60,60,40,bug,steel,False,False,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
206,dunsparce,dunsparce,1.5,14.0,100,70,70,65,65,45,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,gligar,gligar,1.1,64.8,65,75,105,35,65,85,ground,flying,False,False,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
208,steelix,steelix,9.2,400.0,75,85,200,55,65,30,steel,ground,False,False,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5
209,snubbull,snubbull,0.6,7.8,60,80,50,40,40,30,fairy,,False,False,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
210,granbull,granbull,1.4,48.7,90,120,75,60,60,45,fairy,,False,False,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
211,qwilfish,qwilfish,0.5,3.9,65,95,85,55,55,85,water,poison,False,False,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5
212,scizor,scizor,1.8,118.0,70,130,100,55,80,65,bug,steel,False,False,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
213,shuckle,shuckle,0.6,20.5,20,10,230,10,230,5,bug,rock,False,False,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,heracross,heracross,1.5,54.0,80,125,75,40,95,85,bug,fighting,False,False,1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0
215,sneasel,sneasel,0.9,28.0,55,95,55,35,75,115,dark,ice,False,False,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0
216,teddiursa,teddiursa,0.6,8.8,60,80,50,50,50,40,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,ursaring,ursaring,1.8,125.8,90,130,75,75,75,55,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
218,slugma,slugma,0.7,35.0,40,40,40,70,40,20,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
219,magcargo,magcargo,0.8,55.0,60,50,120,90,80,30,fire,rock,False,False,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
220,swinub,swinub,0.4,6.5,50,50,40,30,30,50,ice,ground,False,False,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
221,piloswine,piloswine,1.1,55.8,100,100,80,60,60,50,ice,ground,False,False,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
222,corsola,corsola,0.6,5.0,65,55,95,65,95,35,water,rock,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
223,remoraid,remoraid,0.6,12.0,35,65,35,65,35,65,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
224,octillery,octillery,0.9,28.5,75,105,75,105,75,45,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
225,delibird,delibird,0.9,16.0,45,55,45,65,45,75,ice,flying,False,False,1.0,1.0,1.0,1.0,0.0,4.0,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
226,mantine,mantine,2.1,220.0,85,40,70,80,140,70,water,flying,False,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
227,skarmory,skarmory,1.7,50.5,65,80,140,40,70,70,steel,flying,False,False,0.5,1.0,0.5,0.0,0.0,1.0,0.25,1.0,0.5,2.0,1.0,0.25,2.0,0.5,1.0,0.5,1.0,0.5
228,houndour,houndour,0.6,10.8,45,60,30,80,50,65,dark,fire,False,False,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0
229,houndoom,houndoom,1.4,35.0,75,90,50,110,80,95,dark,fire,False,False,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0
230,kingdra,kingdra,1.8,152.0,75,95,95,95,95,85,water,dragon,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
231,phanpy,phanpy,0.5,33.5,90,60,60,40,40,40,ground,,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
232,donphan,donphan,1.1,120.0,90,120,120,60,60,50,ground,,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
233,porygon2,porygon2,0.6,32.5,85,80,90,105,95,60,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
234,stantler,stantler,1.4,71.2,73,95,62,85,65,85,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
235,smeargle,smeargle,1.2,58.0,55,20,35,20,45,75,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
236,tyrogue,tyrogue,0.7,21.0,35,35,35,35,35,35,fighting,,False,False,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
237,hitmontop,hitmontop,1.4,48.0,50,95,95,35,110,70,fighting,,False,False,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
238,smoochum,smoochum,0.4,6.0,45,30,15,85,65,65,ice,psychic,False,False,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0
239,elekid,elekid,0.6,23.5,45,63,37,65,55,95,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
240,magby,magby,0.7,21.4,45,75,37,70,55,83,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
241,miltank,miltank,1.2,75.5,95,80,105,40,70,100,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
242,blissey,blissey,1.5,46.8,255,10,10,75,135,55,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
243,raikou,raikou,1.9,178.0,90,85,75,115,100,115,electric,,True,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
244,entei,entei,2.1,198.0,115,115,85,90,75,100,fire,,True,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
245,suicune,suicune,2.0,187.0,100,75,115,90,115,85,water,,True,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
